Code,File Code,Barcode,Storage,Legal entity,Team,Team type,City,Description,Last return day,Location,Status,Create date,Updated at
000000000490,SHA0000211756,SH1813082,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-13/16 ,,,IN,,2018/6/26 16:59
000000000491,SHA0000211757,SH1813082,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-14/16 ,,,IN,,2018/6/26 16:59
000000000492,SHA0000211758,SH1813082,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-15/16 ,,,IN,,2018/6/26 16:59
000000000493,SHA0000211759,SH1813082,B003001,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-02~02-16/16 ,,,IN,,2018/6/26 16:59
000000000494,SHA0000211760,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-1/18 ,,,IN,,2018/6/26 16:59
000000000495,SHA0000211761,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-2/18 ,,,IN,,2018/6/26 16:59
000000000496,SHA0000211762,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-3/18 ,,,IN,,2018/6/26 16:59
000000000497,SHA0000211763,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-4/18 ,,,IN,,2018/6/26 16:59
000000000498,SHA0000211764,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-5/18 ,,,IN,,2018/6/26 16:59
000000000499,SHA0000211765,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-6/18 ,,,IN,,2018/6/26 16:59
000000000500,SHA0000211766,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-7/18 ,,,IN,,2018/6/26 16:59
000000000501,SHA0000211767,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-8/18 ,,,IN,,2018/6/26 16:59
000000000502,SHA0000211768,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-9/18 ,,,IN,,2018/6/26 16:59
000000000503,SHA0000211769,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-10/18 ,,,IN,,2018/6/26 16:59
000000000504,SHA0000211770,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-11/18 ,,,IN,,2018/6/26 16:59
000000000505,SHA0000211771,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-12/18 ,,,IN,,2018/6/26 16:59
000000000506,SHA0000211772,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-13/18 ,,,IN,,2018/6/26 16:59
000000000507,SHA0000211773,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-14/18 ,,,IN,,2018/6/26 16:59
000000000508,SHA0000211774,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-15/18 ,,,IN,,2018/6/26 16:59
000000000509,SHA0000211775,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-16/18 ,,,IN,,2018/6/26 16:59
000000000510,SHA0000211776,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-17/18 ,,,IN,,2018/6/26 16:59
000000000511,SHA0000211777,SH1813082,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-03~03-18/18 ,,,IN,,2018/6/26 16:59
000000000512,SHA0000211778,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-1/16 ,,,IN,,2018/6/26 16:59
000000000513,SHA0000211779,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-2/16 ,,,IN,,2018/6/26 16:59
000000000514,SHA0000211780,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-3/16 ,,,IN,,2018/6/26 16:59
000000000515,SHA0000211781,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-4/16 ,,,IN,,2018/6/26 16:59
000000000516,SHA0000211782,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-5/16 ,,,IN,,2018/6/26 16:59
000000000517,SHA0000211783,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-6/16 ,,,IN,,2018/6/26 16:59
000000000518,SHA0000211784,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-7/16 ,,,IN,,2018/6/26 16:59
000000000519,SHA0000211785,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-8/16 ,,,IN,,2018/6/26 16:59
000000000520,SHA0000211786,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-9/16 ,,,IN,,2018/6/26 16:59
000000000521,SHA0000211787,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-10/16 ,,,IN,,2018/6/26 16:59
000000000522,SHA0000211788,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-11/16 ,,,IN,,2018/6/26 16:59
000000000523,SHA0000211789,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-12/16 ,,,IN,,2018/6/26 16:59
000000000524,SHA0000211790,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-13/16 ,,,IN,,2018/6/26 16:59
000000000525,SHA0000211791,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-14/16 ,,,IN,,2018/6/26 16:59
000000000526,SHA0000211792,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-15/16 ,,,IN,,2018/6/26 16:59
000000000527,SHA0000211793,SH1813083,B003002,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-04~04-16/16 ,,,IN,,2018/6/26 16:59
000000000528,SHA0000211794,SH1813083,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-1/15 ,,,IN,,2018/6/26 16:59
000000000529,SHA0000211795,SH1813083,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-2/15 ,,,IN,,2018/6/26 16:59
000000000530,SHA0000211796,SH1813083,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-3/15 ,,,IN,,2018/6/26 16:59
000000000531,SHA0000211797,SH1813083,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-4/15 ,,,IN,,2018/6/26 16:59
000000000532,SHA0000211798,SH1813083,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-5/15 ,,,IN,,2018/6/26 16:59
000000000533,SHA0000211799,SH1813083,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-6/15 ,,,IN,,2018/6/26 16:59
000000000534,SHA0000211800,SH1813083,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-7/15 ,,,IN,,2018/6/26 16:59
000000000535,SHA0000211801,SH1813083,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-8/15 ,,,IN,,2018/6/26 16:59
000000000536,SHA0000211802,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-9/15 ,,,IN,,2018/6/26 16:59
000000000537,SHA0000211803,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-10/15 ,,,IN,,2018/6/26 16:59
000000000538,SHA0000211804,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-11/15 ,,,IN,,2018/6/26 16:59
000000000539,SHA0000211805,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-12/15 ,,,IN,,2018/6/26 16:59
000000000540,SHA0000211806,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-13/15 ,,,IN,,2018/6/26 16:59
000000000541,SHA0000211807,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-14/15 ,,,IN,,2018/6/26 16:59
000000000542,SHA0000211808,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-05~05-15/15 ,,,IN,,2018/6/26 16:59
000000000543,SHA0000211809,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-1/10 ,,,IN,,2018/6/26 16:59
000000000544,SHA0000211810,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-2/10 ,,,IN,,2018/6/26 16:59
000000000545,SHA0000211811,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-3/10 ,,,IN,,2018/6/26 16:59
000000000546,SHA0000211812,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-4/10 ,,,IN,,2018/6/26 16:59
000000000547,SHA0000211813,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-5/10 ,,,IN,,2018/6/26 16:59
000000000548,SHA0000211814,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-6/10 ,,,IN,,2018/6/26 16:59
000000000549,SHA0000211815,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-7/10 ,,,IN,,2018/6/26 16:59
000000000550,SHA0000211816,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-8/10 ,,,IN,,2018/6/26 16:59
000000000551,SHA0000211817,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-9/10 ,,,IN,,2018/6/26 16:59
000000000552,SHA0000211818,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-06~06-10/10 ,,,IN,,2018/6/26 16:59
000000000553,SHA0000211819,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-1/11 ,,,IN,,2018/6/26 16:59
000000000554,SHA0000211820,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-2/11 ,,,IN,,2018/6/26 16:59
000000000555,SHA0000211821,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-3/11 ,,,IN,,2018/6/26 16:59
000000000556,SHA0000211822,SH1813084,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-4/11 ,,,IN,,2018/6/26 16:59
000000000557,SHA0000211823,SH1813085,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-5/11 ,,,IN,,2018/6/26 16:59
000000000558,SHA0000211824,SH1813085,B003003,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-6/11 ,,,IN,,2018/6/26 16:59
000000000559,SHA0000211825,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-7/11 ,,,IN,,2018/6/26 16:59
000000000560,SHA0000211826,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-8/11 ,,,IN,,2018/6/26 16:59
000000000561,SHA0000211827,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-9/11 ,,,IN,,2018/6/26 16:59
000000000562,SHA0000211828,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-10/11 ,,,IN,,2018/6/26 16:59
000000000563,SHA0000211829,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-07~07-11/11 ,,,IN,,2018/6/26 16:59
000000000564,SHA0000211830,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-1/22 ,,,IN,,2018/6/26 16:59
000000000565,SHA0000211831,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-2/22 ,,,IN,,2018/6/26 16:59
000000000566,SHA0000211832,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-3/22 ,,,IN,,2018/6/26 16:59
000000000567,SHA0000211833,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-4/22 ,,,IN,,2018/6/26 16:59
000000000568,SHA0000211834,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-5/22 ,,,IN,,2018/6/26 16:59
000000000569,SHA0000211835,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-6/22 ,,,IN,,2018/6/26 16:59
000000000570,SHA0000211836,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-7/22 ,,,IN,,2018/6/26 16:59
000000000571,SHA0000211837,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-8/22 ,,,IN,,2018/6/26 16:59
000000000572,SHA0000211838,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-9/22 ,,,IN,,2018/6/26 16:59
000000000573,SHA0000211839,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-10/22 ,,,IN,,2018/6/26 16:59
000000000574,SHA0000211840,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-11/22 ,,,IN,,2018/6/26 16:59
000000000575,SHA0000211841,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-12/22 ,,,IN,,2018/6/26 16:59
000000000576,SHA0000211842,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-13/22 ,,,IN,,2018/6/26 16:59
000000000577,SHA0000211843,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-14/22 ,,,IN,,2018/6/26 16:59
000000000578,SHA0000211844,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-15/22 ,,,IN,,2018/6/26 16:59
000000000579,SHA0000211845,SH1813085,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-16/22 ,,,IN,,2018/6/26 16:59
000000000580,SHA0000211846,SH1813086,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-17/22 ,,,IN,,2018/6/26 16:59
000000000581,SHA0000211847,SH1813086,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-18/22 ,,,IN,,2018/6/26 16:59
000000000582,SHA0000211848,SH1813086,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-19/22 ,,,IN,,2018/6/26 16:59
000000000583,SHA0000211849,SH1813086,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-20/22 ,,,IN,,2018/6/26 16:59
000000000584,SHA0000211850,SH1813086,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-21/22 ,,,IN,,2018/6/26 16:59
000000000585,SHA0000211851,SH1813086,B003004,90474-CDC,Accounting-Trade,CDC,SH,CDC Export 2017-08~08-22/22 ,,,IN,,2018/6/26 16:59
000000001712,SHA0000211355,SH1813049,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-10~10-1/8 ,,,IN,,2018/5/22 17:40
000000001713,SHA0000211356,SH1813049,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-10~10-2/8 ,,,IN,,2018/5/22 17:40
000000001714,SHA0000211357,SH1813049,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-10~10-3/8 ,,,IN,,2018/5/22 17:40
000000001715,SHA0000211358,SH1813049,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-10~10-4/8 ,,,IN,,2018/5/22 17:40
000000001716,SHA0000211359,SH1813049,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-10~10-5/8 ,,,IN,,2018/5/22 17:40
000000001717,SHA0000211360,SH1813049,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-10~10-6/8 ,,,IN,,2018/5/22 17:40
000000001718,SHA0000211361,SH1813050,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-10~10-7/8 ,,,IN,,2018/5/22 17:40
000000001719,SHA0000211362,SH1813050,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-10~10-8/8 ,,,IN,,2018/5/22 17:40
000000001720,SHA0000211363,SH1813050,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-11~11-1/9 ,,,IN,,2018/5/22 17:40
000000001721,SHA0000211364,SH1813050,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-11~11-2/9 ,,,IN,,2018/5/22 17:40
000000001722,SHA0000211365,SH1813050,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-11~11-3/9 ,,,IN,,2018/5/22 17:40
000000001723,SHA0000211366,SH1813050,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-11~11-4/9 ,,,IN,,2018/5/22 17:40
000000001724,SHA0000211367,SH1813050,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-11~11-5/9 ,,,IN,,2018/5/22 17:40
000000001725,SHA0000211368,SH1813051,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-11~11-6/9 ,,,IN,,2018/5/22 17:40
000000001726,SHA0000211369,SH1813051,A005005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-11~11-7/9 ,,,IN,,2018/5/22 17:40
000000001727,SHA0000211370,SH1813051,A006001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-11~11-8/9 ,,,IN,,2018/5/22 17:40
000000001728,SHA0000211371,SH1813051,A006001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-11~11-9/9 ,,,IN,,2018/5/22 17:40
000000001729,SHA0000211372,SH1813051,A006001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-12~12-1/8 ,,,IN,,2018/5/22 17:40
000000001730,SHA0000211373,SH1813051,A006001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-12~12-2/8 ,,,IN,,2018/5/22 17:40
000000001731,SHA0000211374,SH1813052,A006001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-12~12-3/8 ,,,IN,,2018/5/22 17:40
000000001732,SHA0000211375,SH1813052,A006001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-12~12-4/8 ,,,IN,,2018/5/22 17:40
000000001733,SHA0000211376,SH1813052,A006001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-12~12-5/8 ,,,IN,,2018/5/22 17:40
000000001734,SHA0000211377,SH1813052,A006001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-12~12-6/8 ,,,IN,,2018/5/22 17:40
000000001735,SHA0000211378,SH1813052,A006001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-12~12-7/8 ,,,IN,,2018/5/22 17:40
000000001736,SHA0000211379,SH1813052,A006001,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ Reimbursement 2017-12~12-8/8 ,,,IN,,2018/5/22 17:40
000000000141,SHA0000211146,SH1813020,A003003,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-05~05-9/9 ,,,IN,,2018/6/26 16:59
000000000142,SHA0000211147,SH1813021,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-06~06-1/11 ,,,IN,,2018/6/26 16:59
000000000143,SHA0000211148,SH1813021,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-06~06-2/11 ,,,IN,,2018/6/26 16:59
000000000144,SHA0000211149,SH1813021,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-06~06-3/11 ,,,IN,,2018/6/26 16:59
000000000145,SHA0000211150,SH1813021,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-06~06-4/11 ,,,IN,,2018/6/26 16:59
000000000146,SHA0000211151,SH1813021,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-06~06-5/11 ,,,IN,,2018/6/26 16:59
000000000147,SHA0000211152,SH1813021,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-06~06-6/11 ,,,IN,,2018/6/26 16:59
000000000148,SHA0000211153,SH1813021,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-06~06-7/11 ,,,IN,,2018/6/26 16:59
000000000149,SHA0000211154,SH1813021,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-06~06-8/11 ,,,IN,,2018/6/26 16:59
000000000150,SHA0000211155,SH1813021,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-06~06-9/11 ,,,IN,,2018/6/26 16:59
000000000151,SHA0000211156,SH1813022,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-06~06-10/11 ,,,IN,,2018/6/26 16:59
000000000152,SHA0000211157,SH1813022,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-06~06-11/11 ,,,IN,,2018/6/26 16:59
000000001737,SHA0000211158,SH1813022,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-1/19 ,,,IN,,2018/5/22 17:40
000000001738,SHA0000211159,SH1813022,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-2/19 ,,,IN,,2018/5/22 17:40
000000001739,SHA0000211160,SH1813022,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-3/19 ,,,IN,,2018/5/22 17:40
000000001740,SHA0000211161,SH1813022,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-4/19 ,,,IN,,2018/5/22 17:40
000000001741,SHA0000211162,SH1813022,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-5/19 ,,,IN,,2018/5/22 17:40
000000001742,SHA0000211163,SH1813022,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-6/19 ,,,IN,,2018/5/22 17:40
000000001743,SHA0000211164,SH1813022,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-7/19 ,,,IN,,2018/5/22 17:40
000000001744,SHA0000211165,SH1813023,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-8/19 ,,,IN,,2018/5/22 17:40
000000001745,SHA0000211166,SH1813023,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-9/19 ,,,IN,,2018/5/22 17:40
000000001746,SHA0000211167,SH1813023,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-10/19 ,,,IN,,2018/5/22 17:40
000000001747,SHA0000211168,SH1813023,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-11/19 ,,,IN,,2018/5/22 17:40
000000001748,SHA0000211169,SH1813023,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-12/19 ,,,IN,,2018/5/22 17:40
000000001749,SHA0000211170,SH1813023,A003004,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-13/19 ,,,IN,,2018/5/22 17:40
000000001750,SHA0000211171,SH1813023,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-14/19 ,,,IN,,2018/5/22 17:40
000000001751,SHA0000211172,SH1813023,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-15/19 ,,,IN,,2018/5/22 17:40
000000001752,SHA0000211173,SH1813023,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-16/19 ,,,IN,,2018/5/22 17:40
000000001753,SHA0000211174,SH1813024,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-17/19 ,,,IN,,2018/5/22 17:40
000000001754,SHA0000211175,SH1813024,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-18/19 ,,,IN,,2018/5/22 17:40
000000001755,SHA0000211176,SH1813024,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-10~10-19/19 ,,,IN,,2018/5/22 17:40
000000001756,SHA0000211177,SH1813024,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-11~11-1/28 ,,,IN,,2018/5/22 17:40
000000001757,SHA0000211178,SH1813024,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-11~11-2/28 ,,,IN,,2018/5/22 17:40
000000001758,SHA0000211179,SH1813024,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-11~11-3/28 ,,,IN,,2018/5/22 17:40
000000001759,SHA0000211180,SH1813024,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-11~11-4/28 ,,,IN,,2018/5/22 17:40
000000001760,SHA0000211181,SH1813024,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-11~11-5/28 ,,,IN,,2018/5/22 17:40
000000001761,SHA0000211182,SH1813024,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-11~11-6/28 ,,,IN,,2018/5/22 17:40
000000001762,SHA0000211183,SH1813025,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-11~11-7/28 ,,,IN,,2018/5/22 17:40
000000001763,SHA0000211184,SH1813025,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-11~11-8/28 ,,,IN,,2018/5/22 17:40
000000001764,SHA0000211185,SH1813025,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-11~11-9/28 ,,,IN,,2018/5/22 17:40
000000001765,SHA0000211186,SH1813025,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-11~11-10/28 ,,,IN,,2018/5/22 17:40
000000001766,SHA0000211187,SH1813025,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-11~11-11/28 ,,,IN,,2018/5/22 17:40
000000001767,SHA0000211188,SH1813025,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-11~11-12/28 ,,,IN,,2018/5/22 17:40
000000001768,SHA0000211189,SH1813025,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-11~11-13/28 ,,,IN,,2018/5/22 17:40
000000001769,SHA0000211190,SH1813025,A003005,90402-RHQ,Accounting-Trade,RHQ,SH,RHQ DP 2017-11~11-14/28 ,,,IN,,2018/5/22 17:40
