Id,Code,Storage,Legal entity,Team,Team type,City,Description,Last return day,Status
4945,706,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-04~04-2/4 ,,IN
4946,707,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-04~04-3/4 ,,IN
4947,708,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-04~04-4/4 ,,IN
4948,709,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-05~05-1/3 ,,IN
4949,710,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-05~05-2/3 ,,IN
4950,711,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-05~05-3/3 ,,IN
4951,712,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-06~06-1/3 ,,IN
4952,713,R002003,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-06~06-2/3 ,,IN
4953,714,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-06~06-3/3 ,,IN
4954,715,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-07~07-1/3 ,,IN
4955,716,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-07~07-2/3 ,,IN
4956,717,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-07~07-3/3 ,,IN
4957,718,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-08~08-1/4 ,,IN
4958,719,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-08~08-2/4 ,,IN
4959,720,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-08~08-3/4 ,,IN
4960,721,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-08~08-4/4 ,,IN
4961,722,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-09~09-1/3 ,,IN
4962,723,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-09~09-2/3 ,,IN
4963,724,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-09~09-3/3 ,,IN
4964,725,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-10~10-1/3 ,,IN
4965,726,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-10~10-2/3 ,,IN
4966,727,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-10~10-3/3 ,,IN
4967,728,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-11~11-1/3 ,,IN
4968,729,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-11~11-2/3 ,,IN
4969,730,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-11~11-3/3 ,,IN
4970,731,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-12~12-1/3 ,,IN
4971,732,R002004,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-12~12-2/3 ,,IN
4972,733,R002005,90268-BSK BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-12~12-3/3 ,,IN
4973,734,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-01~01-1/5 ,,IN
4974,735,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-01~01-2/5 ,,IN
4975,736,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-01~01-3/5 ,,IN
4976,737,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-01~01-4/5 ,,IN
4977,738,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-01~01-5/5 ,,IN
4978,739,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-02~02-1/3 ,,IN
4979,740,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-02~02-2/3 ,,IN
4980,741,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-02~02-3/3 ,,IN
4981,742,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-03~03-1/4 ,,IN
4982,743,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-03~03-2/4 ,,IN
4983,744,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-03~03-3/4 ,,IN
4984,745,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-03~03-4/4 ,,IN
4985,746,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-04~04-1/3 ,,IN
4986,747,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-04~04-2/3 ,,IN
4987,748,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-04~04-3/3 ,,IN
4988,749,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-05~05-1/3 ,,IN
4989,750,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-05~05-2/3 ,,IN
4990,751,R003001,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-05~05-3/3 ,,IN
4991,752,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-06~06-1/2 ,,IN
4992,753,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-06~06-2/2 ,,IN
4993,754,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-07~07-1/3 ,,IN
4994,755,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-07~07-2/3 ,,IN
4995,756,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-07~07-3/3 ,,IN
4996,757,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-08~08-1/3 ,,IN
4997,758,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-08~08-2/3 ,,IN
4998,759,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-08~08-3/3 ,,IN
4999,760,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-09~09-1/2 ,,IN
5000,761,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-09~09-2/2 ,,IN
5001,762,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-10~10-1/3 ,,IN
5002,763,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-10~10-2/3 ,,IN
5003,764,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-10~10-3/3 ,,IN
5004,765,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-11~11-1/2 ,,IN
5005,766,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-11~11-2/2 ,,IN
5006,767,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-12~12-1/4 ,,IN
5007,768,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-12~12-2/4 ,,IN
5008,769,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-12~12-3/4 ,,IN
5009,770,R003002,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2017-12~12-4/4 ,,IN
5010,771,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-1/5 ,,IN
5011,772,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-2/5 ,,IN
5012,773,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-3/5 ,,IN
5013,774,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-4/5 ,,IN
5014,775,R003003,90204-ZARA BJ,Accounting-AP,APG,BJ,APG AP accounting voucher 2016-01~01-5/5 ,,IN
5015,776,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~01-1/14 ,,IN
5016,777,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~01-2/14 ,,IN
5017,778,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~01-3/14 ,,IN
5018,779,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~01-4/14 ,,IN
5019,780,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~01-5/14 ,,IN
5020,781,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~01-6/14 ,,IN
5021,782,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~01-7/14 ,,IN
5022,783,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~01-8/14 ,,IN
5023,784,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~01-9/14 ,,IN
5024,785,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~01-10/14 ,,IN
5025,786,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~01-11/14 ,,IN
5026,787,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~01-12/14 ,,IN
5027,788,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~01-13/14 ,,IN
5028,789,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~01-14/14 ,,IN
5029,790,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-02~02-1/6 ,,IN
5030,791,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-02~02-2/6 ,,IN
5031,792,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-02~02-3/6 ,,IN
5032,793,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-02~02-4/6 ,,IN
5033,794,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-02~02-5/6 ,,IN
5034,795,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-02~02-6/6 ,,IN
5035,796,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-03~03-1/14 ,,IN
5036,797,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-03~03-2/14 ,,IN
5037,798,R004001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-03~03-3/14 ,,IN
5038,799,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-03~03-4/14 ,,IN
5039,800,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-03~03-5/14 ,,IN
5040,801,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-03~03-6/14 ,,IN
5041,802,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-03~03-7/14 ,,IN
5042,803,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-03~03-8/14 ,,IN
5043,804,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-03~03-9/14 ,,IN
5044,805,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-03~03-10/14 ,,IN
5045,806,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-03~03-11/14 ,,IN
5046,807,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-03~03-12/14 ,,IN
5047,808,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-03~03-13/14 ,,IN
5048,809,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-03~03-14/14 ,,IN
5049,810,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-04~04-1/11 ,,IN
5050,811,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-04~04-2/11 ,,IN
5051,812,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-04~04-3/11 ,,IN
5052,813,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-04~04-4/11 ,,IN
5053,814,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-04~04-5/11 ,,IN
5054,815,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-04~04-6/11 ,,IN
5055,816,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-04~04-7/11 ,,IN
5056,817,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-04~04-8/11 ,,IN
5057,818,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-04~04-9/11 ,,IN
5058,819,R004002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-04~04-10/11 ,,IN
5059,820,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-04~04-11/11 ,,IN
5060,821,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-05~05-1/8 ,,IN
5061,822,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-05~05-2/8 ,,IN
5062,823,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-05~05-3/8 ,,IN
5063,824,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-05~05-4/8 ,,IN
5064,825,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-05~05-5/8 ,,IN
5065,826,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-05~05-6/8 ,,IN
5066,827,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-05~05-7/8 ,,IN
5067,828,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-05~05-8/8 ,,IN
5068,829,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-06~06-1/10 ,,IN
5069,830,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-06~06-2/10 ,,IN
5070,831,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-06~06-3/10 ,,IN
5071,832,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-06~06-4/10 ,,IN
5072,833,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-06~06-5/10 ,,IN
5073,834,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-06~06-6/10 ,,IN
5074,835,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-06~06-7/10 ,,IN
5075,836,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-06~06-8/10 ,,IN
5076,837,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-06~06-9/10 ,,IN
5077,838,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-06~06-10/10 ,,IN
5078,839,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-07~07-1/7 ,,IN
5079,840,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-07~07-2/7 ,,IN
5080,841,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-07~07-3/7 ,,IN
5081,842,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-07~07-4/7 ,,IN
5082,843,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-07~07-5/7 ,,IN
5083,844,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-07~07-6/7 ,,IN
5084,845,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-07~07-7/7 ,,IN
5085,846,R004003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-08~08-1/10 ,,IN
5086,847,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-08~08-2/10 ,,IN
5087,848,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-08~08-3/10 ,,IN
5088,849,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-08~08-4/10 ,,IN
5089,850,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-08~08-5/10 ,,IN
5090,851,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-08~08-6/10 ,,IN
5091,852,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-08~08-7/10 ,,IN
5092,853,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-08~08-8/10 ,,IN
5093,854,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-08~08-9/10 ,,IN
5094,855,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-08~08-10/10 ,,IN
5095,856,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-09~09-1/7 ,,IN
5096,857,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-09~09-2/7 ,,IN
5097,858,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-09~09-3/7 ,,IN
5098,859,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-09~09-4/7 ,,IN
5099,860,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-09~09-5/7 ,,IN
5100,861,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-09~09-6/7 ,,IN
5101,862,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-09~09-7/7 ,,IN
5102,863,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-10~10-1/8 ,,IN
5103,864,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-10~10-2/8 ,,IN
5104,865,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-10~10-3/8 ,,IN
5105,866,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-10~10-4/8 ,,IN
5106,867,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-10~10-5/8 ,,IN
5107,868,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-10~10-6/8 ,,IN
5108,869,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-10~10-7/8 ,,IN
5109,870,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-10~10-8/8 ,,IN
5110,871,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-11~11-1/8 ,,IN
5111,872,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-11~11-2/8 ,,IN
5112,873,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-11~11-3/8 ,,IN
5113,874,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-11~11-4/8 ,,IN
5114,875,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-11~11-5/8 ,,IN
5115,876,R004004,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-11~11-6/8 ,,IN
5116,877,R004005,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-11~11-7/8 ,,IN
5117,878,R004005,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-11~11-8/8 ,,IN
5118,879,R004005,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-12~12-1/9 ,,IN
5119,880,R004005,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-12~12-2/9 ,,IN
5120,881,R004005,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-12~12-3/9 ,,IN
5121,882,R004005,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-12~12-4/9 ,,IN
5122,883,R004005,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-12~12-5/9 ,,IN
5123,884,R004005,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-12~12-6/9 ,,IN
5124,885,R004005,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-12~12-7/9 ,,IN
5125,886,R004005,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-12~12-8/9 ,,IN
5126,887,R004005,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2016-12~12-9/9 ,,IN
5127,888,R004005,90345-UTQ,Accounting-AP,APG,SH,APG AP accounting voucher 2015-01~12-1/1 ,,IN
5128,889,R004005,90345-UTQ,Accounting-AP,APG,SH,APG AP accounting voucher 2016-01~12-1/1 ,,IN
5129,890,R004005,90345-UTQ,Accounting-AP,APG,SH,APG AP accounting voucher 2017-01~12-1/1 ,,IN
5130,891,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-01~01-1/9 ,,IN
5131,892,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-01~01-2/9 ,,IN
5132,893,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-01~01-3/9 ,,IN
5133,894,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-01~01-4/9 ,,IN
5134,895,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-01~01-5/9 ,,IN
5135,896,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-01~01-6/9 ,,IN
5136,897,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-01~01-7/9 ,,IN
5137,898,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-01~01-8/9 ,,IN
5138,899,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-01~01-9/9 ,,IN
5139,900,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-02~02-1/8 ,,IN
5140,901,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-02~02-2/8 ,,IN
5141,902,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-02~02-3/8 ,,IN
5142,903,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-02~02-4/8 ,,IN
5143,904,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-02~02-5/8 ,,IN
5144,905,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-02~02-6/8 ,,IN
5145,906,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-02~02-7/8 ,,IN
5146,907,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-02~02-8/8 ,,IN
5147,908,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-03~03-1/7 ,,IN
5148,909,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-03~03-2/7 ,,IN
5149,910,R005001,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-03~03-3/7 ,,IN
5150,911,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-03~03-4/7 ,,IN
5151,912,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-03~03-5/7 ,,IN
5152,913,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-03~03-6/7 ,,IN
5153,914,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-03~03-7/7 ,,IN
5154,915,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-04~04-1/6 ,,IN
5155,916,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-04~04-2/6 ,,IN
5156,917,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-04~04-3/6 ,,IN
5157,918,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-04~04-4/6 ,,IN
5158,919,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-04~04-5/6 ,,IN
5159,920,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-04~04-6/6 ,,IN
5160,921,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-05~05-1/6 ,,IN
5161,922,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-05~05-2/6 ,,IN
5162,923,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-05~05-3/6 ,,IN
5163,924,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-05~05-4/6 ,,IN
5164,925,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-05~05-5/6 ,,IN
5165,926,R005002,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-05~05-6/6 ,,IN
5166,927,R005003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-06~06-1/6 ,,IN
5167,928,R005003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-06~06-2/6 ,,IN
5168,929,R005003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-06~06-3/6 ,,IN
5169,930,R005003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-06~06-4/6 ,,IN
5170,931,R005003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-06~06-5/6 ,,IN
5171,932,R005003,90185-ZARA SH,Accounting-AP,APG,SH,APG AP accounting voucher 2017-06~06-6/6 ,,IN
